CODGEO,LIBGEO,APL_MEDECINS,Pop_standardisee,CLASSE_ACCESSIBILITE
52272,Lanty-sur-Aube,2.047,122.706,Faible
52273,Larivière-Arnoncourt,3.825,129.16,Élevée
52274,Latrecey-Ormoy-sur-Aube,3.929,312.843,Très élevée
52275,Lavernoy,1.361,86.707,Très faible
52276,Laville-aux-Bois,1.945,238.048,Faible
52277,Lavilleneuve,3.569,66.658,Élevée
52278,Lavilleneuve-au-Roi,1.564,76.925,Très faible
52280,Lecey,2.714,212.973,Moyenne
52282,Leffonds,1.469,330.51,Très faible
52284,Leschères-sur-le-Blaiseron,2.413,96.824,Faible
52285,Leuchey,0.654,73.114,Très faible
52286,Leurville,2.97,75.854,Moyenne
52287,Levécourt,2.247,100.051,Faible
52288,Lezéville,1.064,116.222,Très faible
52289,Liffol-le-Petit,3.138,323.652,Moyenne
52290,Les Loges,3.008,134.523,Moyenne
52291,Longchamp,0.749,69.808,Très faible
52292,Longeau-Percey,2.528,795.744,Faible
52294,Louvemont,1.836,689.042,Très faible
52295,Louvières,2.172,105.237,Faible
52297,Luzy-sur-Marne,2.838,285.174,Moyenne
52298,Maâtz,3.295,76.002,Élevée
52300,Magneux,2.033,178.524,Faible
52301,Maisoncelles,1.498,67.809,Très faible
52302,Maizières,2.916,188.837,Moyenne
52303,Maizières-sur-Amance,1.842,105.696,Très faible
52304,Malaincourt-sur-Meuse,0.749,51.062,Très faible
52305,Mandres-la-Côte,2.649,527.517,Moyenne
52306,Manois,6.14,506.034,Très élevée
52307,Marac,1.722,215.636,Très faible
52308,Maranville,3.158,425.215,Moyenne
52310,Marbéville,2.086,107.119,Faible
52311,Marcilly-en-Bassigny,1.084,243.519,Très faible
52312,Mardor,1.2,55.562,Très faible
52313,Mareilles,4.007,140.59,Très élevée
52315,Marnay-sur-Marne,1.147,339.383,Très faible
52316,Mathons,3.278,65.633,Élevée
52318,Melay,2.574,278.666,Faible
52319,Mennouveaux,0.0,73.564,Très faible
52320,Merrey,3.201,93.533,Élevée
52321,Mertrud,4.452,189.933,Très élevée
52322,Meures,3.235,138.768,Élevée
52325,Millières,0.0,123.711,Très faible
52326,Mirbel,2.086,43.81,Faible
52327,Moëslains,3.11,487.57,Moyenne
52328,Montcharvot,2.06,39.029,Faible
52330,Montheries,1.824,65.599,Très faible
52331,La Porte du Der,1.757,2371.771,Très faible
52332,Val-de-Meuse,3.305,1918.482,Élevée
52335,Montot-sur-Rognon,6.227,120.264,Très élevée
52336,Montreuil-sur-Blaise,2.184,132.233,Faible
52337,Montreuil-sur-Thonnance,1.962,68.038,Faible
52341,Morancourt,4.671,125.994,Très élevée
52342,Morionvilliers,0.519,26.789,Très faible
52344,Mouilleron,1.602,31.239,Très faible
52346,Mussey-sur-Marne,4.355,364.048,Très élevée
52347,Narcy,1.643,238.3,Très faible
52348,Neuilly-l'Évêque,1.855,599.309,Très faible
52349,Neuilly-sur-Suize,1.945,328.847,Faible
52350,Neuvelle-lès-Voisey,2.794,76.746,Moyenne
52352,Ninville,1.116,66.937,Très faible
52353,Nogent,2.902,3858.769,Moyenne
52354,Noidant-Chatenoy,3.664,91.178,Élevée
52355,Noidant-le-Rocheux,1.641,172.681,Très faible
52356,Nomécourt,4.616,111.623,Très élevée
52357,Noncourt-sur-le-Rongeant,2.568,180.276,Faible
52358,Noyers,3.092,100.975,Moyenne
52359,Nully,3.34,150.472,Élevée
52360,Occey,1.718,164.188,Très faible
52362,Orbigny-au-Mont,2.165,151.131,Faible
52363,Orbigny-au-Val,2.165,98.842,Faible
52364,Orcevaux,2.185,101.932,Faible
52365,Orges,2.521,357.2,Faible
52366,Ormancey,1.722,84.742,Très faible
52367,Ormoy-lès-Sexfontaines,1.74,39.979,Très faible
52369,Orquevaux,4.209,79.897,Très élevée
52370,Osne-le-Val,1.924,270.663,Très faible
52371,Oudincourt,3.303,134.884,Élevée
52372,Outremécourt,1.323,83.658,Très faible
52373,Ozières,1.268,32.119,Très faible
52374,Le Pailly,2.681,290.194,Moyenne
52375,Palaiseul,2.065,52.122,Faible
52376,Pansey,1.183,87.727,Très faible
52377,Parnoy-en-Bassigny,2.764,301.091,Moyenne
52378,Paroy-sur-Saulx,0.725,45.419,Très faible
52380,Peigney,3.14,390.414,Moyenne
52383,Perrancey-les-Vieux-Moulins,1.853,317.243,Très faible
52384,Perrogney-les-Fontaines,1.584,123.122,Très faible
52385,Perrusse,1.975,31.936,Faible
52386,Perthes,1.588,499.884,Très faible
52388,Pierremont-sur-Amance,2.609,174.538,Moyenne
52390,Pisseloup,2.641,63.029,Moyenne
52391,Planrupt,1.245,308.085,Très faible
52392,Plesnoy,1.604,108.354,Très faible
52393,Poinsenot,2.301,55.22,Faible
52394,Poinson-lès-Fayl,2.39,207.335,Faible
52395,Poinson-lès-Grancey,2.301,62.999,Faible
52396,Poinson-lès-Nogent,2.459,152.529,Faible
52397,Poiseul,1.473,69.932,Très faible
52398,Poissons,2.689,690.936,Moyenne
52399,Pont-la-Ville,2.781,111.069,Moyenne
52400,Le Châtelet-sur-Meuse,3.544,157.739,Élevée
52401,Poulangy,1.532,390.527,Très faible
52403,Praslay,2.709,82.831,Moyenne
52405,Le Montsaugeonnais,1.143,1149.174,Très faible
52406,Pressigny,1.886,223.683,Très faible
52407,Prez-sous-Lafauche,3.644,291.569,Élevée
52411,Rives Dervoises,2.795,1346.936,Moyenne
52413,Rachecourt-Suzémont,2.965,99.992,Moyenne
52414,Rachecourt-sur-Marne,2.866,749.704,Moyenne
52415,Rançonnières,2.381,134.044,Faible
52416,Rangecourt,2.82,63.452,Moyenne
52419,Rennepont,2.491,139.145,Faible
52420,Reynel,5.621,137.89,Très élevée
52421,Riaucourt,3.095,526.658,Moyenne
52422,Richebourg,4.99,268.02,Très élevée
52423,Rimaucourt,6.524,648.562,Très élevée
52424,Rivières-le-Bois,1.255,74.027,Très faible
52425,Rivière-les-Fosses,1.201,200.223,Très faible
52426,Rizaucourt-Buchey,2.746,139.127,Moyenne
52428,Rochefort-sur-la-Côte,4.407,65.733,Très élevée
52429,Roches-sur-Marne,2.578,609.076,Faible
52431,Rochetaillée,2.118,162.593,Faible
52432,Rolampont,3.353,1442.399,Élevée
52433,Romain-sur-Meuse,0.749,98.485,Très faible
52436,Rouécourt,1.787,56.717,Très faible
52437,Rouelles,2.709,27.527,Moyenne
52438,Rougeux,2.779,118.136,Moyenne
52439,Rouvres-sur-Aube,3.021,84.692,Moyenne
52440,Rouvroy-sur-Marne,4.233,366.826,Très élevée
52442,Rupt,4.52,353.321,Très élevée
52443,Sailly,0.92,34.506,Très faible
52444,Saint-Blin,4.589,355.487,Très élevée
52445,Saint-Broingt-le-Bois,1.331,69.68,Très faible
52446,Saint-Broingt-les-Fosses,0.657,234.04,Très faible
52447,Saint-Ciergues,1.2,185.431,Très faible
52448,Saint-Dizier,2.94,23641.99,Moyenne
52449,Saints-Geosmes,3.76,1184.038,Élevée
52450,Saint-Loup-sur-Aujon,3.333,127.122,Élevée
52452,Saint-Martin-lès-Langres,1.892,100.358,Très faible
52453,Saint-Maurice,3.304,134.543,Élevée
52455,Saint-Thiébault,1.268,269.121,Très faible
52456,Saint-Urbain-Maconcourt,4.078,627.082,Très élevée
52457,Saint-Vallier-sur-Marne,3.304,180.817,Élevée
52459,Sarcey,1.918,101.845,Très faible
52461,Sarrey,2.998,372.025,Moyenne
52463,Saudron,1.206,46.899,Très faible
52464,Saulles,2.486,57.43,Faible
52465,Saulxures,2.15,131.17,Faible
52467,Savigny,1.666,63.547,Très faible
52468,Semilly,3.264,110.646,Élevée
52469,Semoutiers-Montsaon,4.081,663.68,Très élevée
52470,Serqueux,3.291,398.9,Élevée
52472,Sexfontaines,1.288,140.359,Très faible
52473,Signéville,4.879,91.714,Très élevée
52474,Silvarouvres,2.307,37.808,Faible
52475,Sommancourt,2.697,55.545,Moyenne
52476,Sommerécourt,1.323,81.886,Très faible
52479,Sommevoire,3.822,721.718,Élevée
52480,Soncourt-sur-Marne,4.499,354.137,Très élevée
52482,Soulaucourt-sur-Mouzon,1.113,104.87,Très faible
52483,Soyers,1.995,90.726,Faible
52484,Suzannecourt,3.603,353.694,Élevée
52486,Ternat,1.469,63.857,Très faible
52487,Thilleux,2.915,63.892,Moyenne
52488,Thivet,2.425,281.932,Faible
52489,Thol-lès-Millières,0.749,36.105,Très faible
52490,Thonnance-lès-Joinville,3.765,724.363,Élevée
52491,Thonnance-les-Moulins,1.526,106.614,Très faible
52492,Torcenay,4.059,583.315,Très élevée
52493,Tornay,0.724,35.018,Très faible
52494,Treix,3.654,225.993,Élevée
52495,Trémilly,3.105,84.535,Moyenne
52497,Troisfontaines-la-Ville,1.631,442.172,Très faible
52499,Vaillant,1.193,49.461,Très faible
52500,Valcourt,3.247,645.702,Élevée
52502,Valleret,2.635,67.36,Moyenne
52503,Valleroy,0.724,27.509,Très faible
52504,Varennes-sur-Amance,2.34,296.249,Faible
52505,Vaudrecourt,0.749,40.649,Très faible
52506,Vaudrémont,1.969,93.042,Faible
52507,Vauxbons,1.469,56.849,Très faible
52510,Vaux-sur-Blaise,3.105,363.443,Moyenne
52511,Vaux-sur-Saint-Urbain,2.723,58.762,Moyenne
52512,Vecqueville,3.765,531.787,Élevée
52513,Velles,1.469,66.352,Très faible
52514,Verbiesles,1.945,337.595,Faible
52515,Verseilles-le-Bas,2.008,108.11,Faible
52516,Verseilles-le-Haut,1.315,48.515,Très faible
52517,Vesaignes-sous-Lafauche,3.264,130.658,Élevée
52518,Vesaignes-sur-Marne,2.04,114.987,Faible
52519,Vesvres-sous-Chalancey,0.29,53.975,Très faible
52520,Vicq,1.761,179.86,Très faible
52522,Viéville,3.303,314.314,Élevée
52523,Vignes-la-Côte,6.611,70.297,Très élevée
52524,Vignory,3.143,240.321,Moyenne
52525,Villars-en-Azois,0.69,71.318,Très faible
52526,Villars-Santenoge,2.793,82.998,Moyenne
52528,Ville-en-Blaisois,3.706,141.426,Élevée
52529,Villegusien-le-Lac,1.391,1066.631,Très faible
52534,Villiers-en-Lieu,2.077,1525.085,Faible
52535,Villiers-le-Sec,3.968,702.002,Très élevée
52536,Villiers-lès-Aprey,0.504,45.551,Très faible
52538,Villiers-sur-Suize,1.722,265.4,Très faible
52539,Violot,1.775,75.514,Très faible
52540,Vitry-en-Montagne,1.806,26.156,Très faible
52541,Vitry-lès-Nogent,2.172,201.442,Faible
52542,Vivey,3.204,56.566,Élevée
52543,Voillecomte,1.506,502.264,Très faible
52544,Voisey,3.451,336.671,Élevée
52545,Voisines,0.254,112.682,Très faible
52546,Voncourt,1.666,19.437,Très faible
52547,Vouécourt,3.526,221.18,Élevée
52548,Vraincourt,3.303,94.463,Élevée
52549,Vroncourt-la-Côte,1.498,29.214,Très faible
52550,Wassy,1.639,2954.573,Très faible
53001,Ahuillé,2.935,1793.461,Moyenne
53002,Alexain,1.091,611.087,Très faible
53003,Ambrières-les-Vallées,2.045,2857.911,Faible
53005,Andouillé,1.174,2311.303,Très faible
53007,Argentré,2.366,2757.235,Faible
53008,Aron,2.426,1868.167,Faible
53009,Arquenay,2.718,646.733,Moyenne
53010,Assé-le-Bérenger,3.825,409.634,Élevée
53011,Astillé,1.534,815.631,Très faible
53012,Athée,2.658,450.135,Moyenne
53013,Averton,2.06,565.365,Faible
53015,La Baconnière,2.459,1831.106,Faible
53016,Bais,2.237,1360.663,Faible
53017,Val-du-Maine,2.873,958.765,Moyenne
53018,Ballots,2.423,1330.653,Faible
53019,Bannes,2.402,116.802,Faible
53021,La Bazoge-Montpinçon,1.595,898.746,Très faible
53022,La Bazouge-de-Chemeré,2.459,473.399,Faible
53023,La Bazouge-des-Alleux,1.489,480.061,Très faible
53025,Bazougers,2.281,1051.374,Faible
53026,Beaulieu-sur-Oudon,2.499,461.538,Faible
53027,Beaumont-Pied-de-Bœuf,3.816,200.309,Élevée
53028,Belgeard,1.691,510.815,Très faible
53029,Bierné-les-Villages,3.401,1213.708,Élevée
53030,Le Bignon-du-Maine,2.481,295.954,Faible
53031,La Bigottière,0.913,457.913,Très faible
53033,La Boissière,3.514,117.324,Élevée
53034,Bonchamp-lès-Laval,3.353,6340.691,Élevée
53035,Bouchamps-lès-Craon,3.278,550.751,Élevée
53036,Bouère,3.119,1079.354,Moyenne
53037,Bouessay,3.523,683.004,Élevée
53038,Boulay-les-Ifs,1.808,142.684,Très faible
53039,Le Bourgneuf-la-Forêt,1.311,1817.381,Très faible
53040,Bourgon,2.037,609.027,Faible
53041,Brains-sur-les-Marches,2.016,274.181,Faible
53042,Brecé,2.791,843.616,Moyenne
53043,Brée,2.226,549.844,Faible
53045,La Brûlatte,2.135,664.731,Faible
53046,Le Buret,3.05,287.523,Moyenne
53047,Carelles,3.455,278.037,Élevée
53048,Chailland,2.209,1169.378,Faible
53049,Châlons-du-Maine,2.737,621.629,Moyenne
53051,Champéon,2.349,591.975,Faible
53052,Champfrémont,1.711,278.65,Très faible
53053,Champgenéteux,2.116,509.279,Faible
53054,Changé,3.823,6454.277,Élevée
53055,Chantrigné,2.43,641.275,Faible
53056,La Chapelle-Anthenaise,2.431,865.549,Faible
53057,La Chapelle-au-Riboul,1.967,503.566,Faible
53058,La Chapelle-Craonnaise,3.149,301.359,Moyenne
53059,La Chapelle-Rainsouin,2.824,371.304,Moyenne
53061,Charchigné,1.739,449.258,Très faible
53062,Château-Gontier-sur-Mayenne,3.362,17838.126,Élevée
53063,Châtelain,2.965,435.059,Moyenne
53064,Châtillon-sur-Colmont,2.671,1011.76,Moyenne
53066,Chemazé,3.094,1336.764,Moyenne
53067,Chémeré-le-Roi,2.471,404.935,Faible
53068,Chérancé,2.793,157.96,Moyenne
53069,Chevaigné-du-Maine,2.43,176.284,Faible
53071,Colombiers-du-Plessis,3.487,487.444,Élevée
53072,Commer,1.94,1209.798,Faible
53073,Congrier,2.135,891.31,Faible
53074,Contest,1.845,817.233,Très faible
53075,Cosmes,2.675,273.596,Moyenne
53076,Cossé-en-Champagne,2.313,301.407,Faible
53077,Cossé-le-Vivien,2.021,3299.986,Faible
53078,Coudray,2.145,789.299,Faible
53079,Couesmes-Vaucé,2.33,385.704,Faible
53080,Couptrain,2.179,143.452,Faible
53082,Courbeveille,1.546,585.225,Très faible
53083,Courcité,2.182,875.372,Faible
53084,Craon,3.106,5026.621,Moyenne
53085,Crennes-sur-Fraubée,2.072,194.679,Faible
53086,La Croixille,2.379,626.456,Faible
53087,La Cropte,3.066,210.604,Moyenne
53088,Cuillé,2.458,854.424,Faible
53089,Daon,1.748,522.608,Très faible
53090,Denazé,2.751,168.494,Moyenne
53091,Désertines,2.687,484.22,Moyenne
53093,La Dorée,2.434,330.234,Faible
53094,Entrammes,2.684,2251.454,Moyenne
53096,Ernée,2.711,6092.322,Moyenne
53097,Évron,2.994,9200.757,Moyenne
53098,Fontaine-Couverte,1.615,420.697,Très faible
53099,Forcé,3.814,1067.648,Élevée
53100,Fougerolles-du-Plessis,1.812,1391.258,Très faible
53101,Fromentières,4.026,786.049,Très élevée
53102,Gastines,2.039,167.656,Faible
53103,Le Genest-Saint-Isle,3.061,2059.414,Moyenne
53104,Gennes-Longuefuye,4.46,1262.649,Très élevée
53105,Gesnes,1.704,203.38,Très faible
53106,Gesvres,2.565,543.806,Faible
53107,Gorron,2.19,2953.725,Faible
53108,La Gravelle,3.464,536.253,Élevée
53109,Grazay,1.704,595.883,Très faible
53110,Grez-en-Bouère,3.977,949.175,Très élevée
53111,La Haie-Traversaine,2.482,441.088,Faible
53112,Le Ham,1.48,370.477,Très faible
53113,Hambers,2.915,623.363,Moyenne
53114,Hardanges,1.859,208.851,Très faible
53115,Hercé,2.799,311.138,Moyenne
53116,Le Horps,1.372,738.033,Très faible
53117,Houssay,2.562,458.148,Faible
53118,Le Housseau-Brétignolles,2.08,230.914,Faible
53119,L'Huisserie,2.992,4517.286,Moyenne
53120,Izé,3.389,488.567,Élevée
53121,Javron-les-Chapelles,2.29,1567.87,Faible
53122,Jublains,2.167,759.871,Faible
53123,Juvigné,2.069,1397.026,Faible
53124,Prée-d'Anjou,3.95,1270.254,Très élevée
53125,Landivy,2.493,1238.243,Faible
53126,Larchamp,2.254,1057.211,Faible
53127,Lassay-les-Châteaux,2.4,2538.759,Faible
53128,Laubrières,2.728,328.573,Moyenne
53129,Launay-Villiers,1.75,345.484,Très faible
53130,Laval,4.183,49963.875,Très élevée
53131,Lesbois,2.652,202.99,Moyenne
53132,Levaré,3.127,284.834,Moyenne
53133,Lignières-Orgères,2.79,750.279,Moyenne
53134,Livet,2.383,175.037,Faible
53135,Livré-la-Touche,3.16,716.466,Moyenne
53136,La Roche-Neuville,2.647,1150.884,Moyenne
53137,Loiron-Ruillé,2.463,2572.219,Faible
53139,Loupfougères,2.298,418.245,Faible
53140,Louverné,4.003,4365.815,Très élevée
53141,Louvigné,1.823,1054.282,Très faible
53142,Madré,2.821,315.484,Moyenne
53143,Maisoncelles-du-Maine,1.878,473.482,Très faible
53144,Marcillé-la-Ville,1.33,735.522,Très faible
53145,Marigné-Peuton,3.789,522.29,Élevée
53146,Martigné-sur-Mayenne,3.231,1906.323,Élevée
53147,Mayenne,2.088,13482.763,Faible
53148,Mée,3.353,218.026,Élevée
53150,Ménil,2.077,875.337,Faible
53151,Méral,2.662,1098.12,Moyenne
53152,Meslay-du-Maine,2.98,3095.073,Moyenne
53153,Mézangers,3.047,612.526,Moyenne
53154,Montaudin,3.12,960.276,Moyenne
53155,Montenay,2.805,1361.952,Moyenne
53156,Montflours,2.522,230.481,Faible
53157,Montigné-le-Brillant,2.971,1276.145,Moyenne
53158,Montjean,2.368,966.687,Faible
53160,Montreuil-Poulay,2.601,375.31,Moyenne
53161,Montsûrs,1.89,3315.043,Très faible
53162,Moulay,1.94,1050.504,Faible
53163,Neau,2.784,721.684,Moyenne
53164,Neuilly-le-Vendin,2.973,385.725,Moyenne
53165,Niafles,3.235,338.173,Élevée
53168,Nuillé-sur-Vicoin,1.684,1185.571,Très faible
53169,Olivet,1.902,395.733,Très faible
53170,Oisseau,2.948,1146.859,Moyenne
53172,Origné,1.038,356.677,Très faible
53173,La Pallu,2.377,176.512,Faible
53174,Parigné-sur-Braye,2.383,794.215,Faible
53175,Parné-sur-Roc,2.368,1286.728,Faible
53176,Le Pas,2.228,574.671,Faible
53177,La Pellerine,2.196,306.125,Faible
53178,Peuton,2.75,217.443,Moyenne
53179,Placé,1.827,342.491,Très faible
53180,Pommerieux,2.38,618.035,Faible
53181,Pontmain,1.463,1001.909,Très faible
53182,Port-Brillet,1.98,1853.418,Faible
53184,Préaux,2.807,150.853,Moyenne
53185,Pré-en-Pail-Saint-Samson,1.82,2474.666,Très faible
53186,Quelaines-Saint-Gault,2.208,2107.372,Faible
53187,Ravigny,1.711,232.038,Très faible
53188,Renazé,3.209,2803.745,Élevée
53189,Rennes-en-Grenouilles,2.313,109.053,Faible
53190,Le Ribay,1.293,477.312,Très faible
53191,La Roë,2.121,247.485,Faible
53192,La Rouaudière,2.244,298.367,Faible
53193,Ruillé-Froid-Fonds,3.914,528.799,Très élevée
53195,Sacé,1.643,433.29,Très faible
53196,Saint-Aignan-de-Couptrain,1.85,371.001,Très faible
53197,Saint-Aignan-sur-Roë,3.19,1003.452,Moyenne
53198,Saint-Aubin-du-Désert,1.504,247.366,Très faible
53199,Saint-Aubin-Fosse-Louvain,2.595,227.858,Faible
53200,Saint-Baudelle,1.706,1134.539,Très faible
53201,Saint-Berthevin,3.601,7790.102,Élevée
53202,Saint-Berthevin-la-Tannière,2.992,333.415,Moyenne
53203,Saint-Brice,2.875,509.127,Moyenne
53204,Saint-Calais-du-Désert,2.066,392.756,Faible
53206,Saint-Charles-la-Forêt,2.836,203.544,Moyenne
53208,Saint-Cyr-en-Pail,2.002,507.315,Faible
53209,Saint-Cyr-le-Gravelais,2.593,536.196,Faible
53210,Saint-Denis-d'Anjou,3.128,1612.007,Moyenne
53211,Saint-Denis-de-Gastines,3.406,1577.44,Élevée
53212,Saint-Denis-du-Maine,2.931,413.633,Moyenne
53213,Saint-Ellier-du-Maine,1.953,497.185,Faible
53214,Saint-Erblon,2.188,149.706,Faible
53216,Saint-Fraimbault-de-Prières,2.919,957.256,Moyenne
53218,Sainte-Gemmes-le-Robert,3.287,796.195,Élevée
53219,Saint-Georges-Buttavent,2.87,1384.597,Moyenne
53220,Saint-Georges-le-Fléchard,2.549,331.51,Faible
53221,Saint-Georges-sur-Erve,1.996,400.441,Faible
53222,Saint-Germain-d'Anxure,1.298,338.602,Très faible
53223,Saint-Germain-de-Coulamer,2.743,368.223,Moyenne
53224,Saint-Germain-le-Fouilloux,2.626,1068.44,Moyenne
53225,Saint-Germain-le-Guillaume,1.649,480.314,Très faible
53226,Saint-Hilaire-du-Maine,2.121,759.759,Faible
53228,Blandouet-Saint Jean,0.963,552.088,Très faible
53229,Saint-Jean-sur-Mayenne,2.732,1558.121,Moyenne
53230,Saint-Julien-du-Terroux,2.416,256.458,Faible
53232,Saint-Léger,2.569,284.521,Faible
53233,Saint-Loup-du-Dorat,3.016,321.691,Moyenne
53234,Saint-Loup-du-Gast,2.47,336.818,Faible
53235,Sainte-Marie-du-Bois,2.51,242.017,Faible
53236,Saint-Mars-du-Désert,1.591,176.298,Très faible
53237,Saint-Mars-sur-Colmont,3.075,454.892,Moyenne
53238,Saint-Mars-sur-la-Futaie,1.697,555.576,Très faible
53240,Saint-Martin-du-Limet,3.562,435.387,Élevée
53242,Saint-Michel-de-la-Roë,2.405,246.334,Faible
53243,Saint-Ouën-des-Toits,1.653,1691.469,Très faible
53245,Saint-Pierre-des-Landes,1.75,931.097,Très faible
53246,Saint-Pierre-des-Nids,1.589,1907.379,Très faible
53247,Saint-Pierre-la-Cour,2.104,2235.079,Faible
53248,Saint-Pierre-sur-Erve,2.004,139.336,Faible
53249,Vimartin-sur-Orthe,2.677,1206.347,Moyenne
53250,Saint-Poix,2.945,387.723,Moyenne
53251,Saint-Quentin-les-Anges,3.608,434.687,Élevée
53253,Saint-Saturnin-du-Limet,3.054,541.691,Moyenne
53255,Sainte-Suzanne-et-Chammes,2.13,1288.939,Faible
53256,Saint-Thomas-de-Courceriers,1.626,192.913,Très faible
53257,Saulges,2.644,337.124,Moyenne
53258,La Selle-Craonnaise,3.504,892.081,Élevée
53259,Senonnes,1.692,339.225,Très faible
53260,Simplé,3.317,347.487,Élevée
53261,Soucé,1.378,168.821,Très faible
53262,Soulgé-sur-Ouette,2.078,1085.608,Faible
53263,Thubœuf,2.712,292.84,Moyenne
53264,Thorigné-en-Charnie,1.883,185.812,Très faible
53265,Torcé-Viviers-en-Charnie,1.554,776.093,Très faible
53266,Trans,2.0,234.369,Faible
53267,Vaiges,2.784,1228.779,Moyenne
53269,Vautorte,2.879,597.406,Moyenne
53270,Vieuvy,3.266,109.148,Élevée
53271,Villaines-la-Juhel,1.924,3081.101,Très faible
53272,Villepail,2.728,200.996,Moyenne
53273,Villiers-Charlemagne,3.901,1024.929,Élevée
53276,Voutré,2.909,904.386,Moyenne
54001,Abaucourt,2.581,322.542,Faible
54002,Abbéville-lès-Conflans,2.398,235.059,Faible
54003,Aboncourt,4.387,101.46,Très élevée
54004,Affléville,2.065,181.088,Faible
54005,Affracourt,4.693,119.367,Très élevée
54006,Agincourt,5.785,442.513,Très élevée
54007,Aingeray,2.898,531.445,Moyenne
54008,Allain,4.868,466.317,Très élevée
54009,Allamont,3.292,152.375,Élevée
54010,Allamps,3.935,493.145,Très élevée
54011,Allondrelle-la-Malmaison,2.312,599.859,Faible
54012,Amance,3.836,348.962,Élevée
54013,Amenoncourt,2.337,87.592,Faible
54014,Ancerviller,2.824,257.308,Moyenne
54015,Anderny,2.804,252.101,Moyenne
54016,Andilly,2.294,269.316,Faible
54017,Angomont,2.29,82.235,Faible
54018,Anoux,2.444,282.418,Faible
54019,Ansauville,1.161,81.86,Très faible
54020,Anthelupt,5.458,457.318,Très élevée
54021,Armaucourt,4.406,224.437,Très élevée
54022,Arnaville,2.599,562.857,Moyenne
54023,Arracourt,1.808,255.273,Très faible
54024,Arraye-et-Han,4.32,335.152,Très élevée
54025,Art-sur-Meurthe,4.952,1576.428,Très élevée
54026,Athienville,1.396,170.009,Très faible
54027,Atton,6.122,834.826,Très élevée
54028,Auboué,3.651,2702.736,Élevée
54029,Audun-le-Roman,3.331,2372.787,Élevée
54030,Autrepierre,2.337,86.736,Faible
54031,Autreville-sur-Moselle,3.93,267.272,Très élevée
54032,Autrey,2.534,188.853,Faible
54033,Avillers,3.381,120.927,Élevée
54034,Avrainville,2.097,220.054,Faible
54035,Avricourt,2.377,411.668,Faible
54036,Avril,3.92,1078.656,Très élevée
54037,Azelot,3.082,423.908,Moyenne
54038,Azerailles,3.345,805.512,Élevée
54039,Baccarat,2.53,4448.15,Faible
54040,Badonviller,3.725,1658.999,Élevée
54041,Bagneux,3.145,139.42,Moyenne
54042,Bainville-aux-Miroirs,3.151,283.47,Moyenne
54043,Bainville-sur-Madon,2.567,1580.093,Faible
54044,Barbas,3.571,186.337,Élevée
54045,Barbonville,2.404,423.042,Faible
54046,Barisey-au-Plain,3.637,377.71,Élevée
54047,Barisey-la-Côte,3.825,253.304,Élevée
54048,Les Baroches,2.56,339.976,Faible
54049,Baslieux,1.772,523.748,Très faible
54050,Bathelémont,0.526,69.257,Très faible
54051,Batilly,4.13,1297.865,Très élevée
54052,Battigny,2.233,134.368,Faible
54053,Bauzemont,0.367,151.934,Très faible
54054,Bayon,2.816,1644.572,Moyenne
54055,Bayonville-sur-Mad,2.682,342.066,Moyenne
54056,Bazailles,2.426,158.71,Faible
54057,Beaumont,1.561,71.73,Très faible
54058,Béchamps,1.011,83.335,Très faible
54059,Belleau,3.071,722.295,Moyenne
54060,Belleville,6.005,1456.621,Très élevée
54061,Bénaménil,3.616,565.994,Élevée
54062,Benney,2.415,626.894,Faible
54063,Bernécourt,0.962,176.139,Très faible
54064,Bertrambois,2.544,344.671,Faible
54065,Bertrichamps,2.681,1118.358,Moyenne
54066,Bettainvillers,2.615,355.886,Moyenne
54067,Beuveille,3.276,727.056,Élevée
54068,Beuvezin,1.088,98.657,Très faible
54069,Beuvillers,4.166,469.278,Très élevée
54070,Bey-sur-Seille,4.139,174.655,Très élevée
54071,Bezange-la-Grande,2.984,173.656,Moyenne
54072,Bezaumont,4.184,254.505,Très élevée
54073,Bicqueley,3.108,919.481,Moyenne
54074,Bienville-la-Petite,2.515,31.589,Faible
54075,Bionville,2.29,127.211,Faible
54076,Blainville-sur-l'Eau,3.3,3855.358,Élevée
54077,Blâmont,3.488,1077.639,Élevée
54078,Blémerey,1.907,55.463,Très faible
54079,Blénod-lès-Pont-à-Mousson,3.975,4567.291,Très élevée
54080,Blénod-lès-Toul,5.911,999.064,Très élevée
54081,Boismont,3.019,430.9,Moyenne
54082,Boncourt,3.139,174.346,Moyenne
54083,Bonviller,2.55,176.058,Faible
54084,Mont-Bonvillers,2.448,931.133,Faible
54085,Borville,1.913,89.692,Très faible
54086,Boucq,0.823,358,Très faible
54087,Bouillonville,3.204,137.99,Élevée
54088,Bouvron,2.907,228.759,Moyenne
54089,Bouxières-aux-Chênes,3.55,1422.534,Élevée
54090,Bouxières-aux-Dames,7.827,4324.622,Très élevée
54091,Bouxières-sous-Froidmont,3.213,375.117,Élevée
54092,Bouzanville,3.487,69.365,Élevée
54093,Brainville,2.515,168.598,Faible
54094,Bralleville,5.76,177.706,Très élevée
54095,Bratte,2.411,41.407,Faible
54096,Bréhain-la-Ville,4.037,403.685,Très élevée
54097,Bréménil,3.5,104.192,Élevée
54098,Brémoncourt,1.862,167.219,Très faible
54099,Val de Briey,3.425,8061.646,Élevée
54100,Brin-sur-Seille,4.603,774.615,Très élevée
